assists,evGoals,evPoints,faceoff_pct,gw_goals,games_played,goals,lastName,ot_goals,pim,player_id,plus_minus,points,pointsPerGame,position,pp_goals,pp_points,seasonId,sh_goals,sh_points,shooting_pct,shootsCatches,shots,name,team,toi_per_game,goals_per_game,assists_per_game,points_per_game,shots_per_game,pp_points_per_game,goals_pg,assists_pg,points_pg,shots_pg,blocks_pg,pp_points_pg,pp_share,pp_goals_pg,sh_goals_pg,sh_points_pg,shooting_pct_adj,high_shot_volume,elite_shot_volume,prob_5plus_shots,prob_3plus_points,prob_hat_trick,is_center,is_wing,is_defense,toi_minutes,toi_vs_position,opponent,is_home,opp_ga_pg,opp_gf_pg,opp_softness,consistency,projected_fpts,floor,ceiling,salary,dk_position,dk_id,dk_avg_fpts,value,edge,games_started,goals_against,gaa,losses,ot_losses,penaltyMinutes,save_pct,saves,shots_against,shutouts,ties,toi,wins,saves_per_start,ga_per_start,shots_against_per_start,saves_pg,ga_pg,sa_pg,win_rate,save_pct_above_avg,high_workload,prob_35plus_saves,gaa_quality,team_gf_pg,team_ga_pg,team_quality,opp_offense_weakness
0,,,,,5,0,Schmid,,,8481033,,0,,G,,,20242025,,,,L,,Akira Schmid,VGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,False,,3.32,,,19.765149813670288,5.929544944101086,49.530299627340575,7800,G,41697407,10.71,2.533993565855165,9.055149813670287,3.0,5.0,1.25997,0.0,1.0,0.0,0.94444,85.0,90.0,0.0,,14286.0,2.0,28.333333333333332,1.6666666666666667,30.0,28.333333333333332,1.6666666666666667,30.0,0.6666666666666666,0.03943999999999992,1.0,0.48583712301149196,1.74003,3.3469387755102042,3.0816326530612246,0.26530612244897966,0.9036144578313253
1,,,,,27,0,DeSmith,,,8479193,,1,,G,,,20242025,,,,L,,Casey DeSmith,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,True,,2.42,,,17.053601389616766,5.11608041688503,44.10720277923353,8000,G,41697403,12.93,2.1317001737020957,4.123601389616766,24.0,65.0,2.59222,8.0,2.0,2.0,0.91458,696.0,761.0,2.0,,90270.0,14.0,29.0,2.7083333333333335,31.708333333333332,29.0,2.7083333333333335,31.708333333333332,0.5833333333333334,0.009579999999999922,1.0,0.49117700004343606,0.4077799999999998,3.3137254901960786,2.784313725490196,0.5294117647058827,1.2396694214876034
1,,,,,58,0,Oettinger,,,8479979,,1,,G,,,20242025,,,,L,,Jake Oettinger,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,True,,2.42,,,15.124484193433293,4.537345258029988,40.248968386866586,8000,G,41697402,11.92,1.8905605241791616,3.2044841934332933,58.0,147.0,2.58645,18.0,4.0,0.0,0.90875,1464.0,1611.0,2.0,,204604.0,36.0,25.24137931034483,2.5344827586206895,27.775862068965516,25.24137931034483,2.5344827586206895,27.775862068965516,0.6206896551724138,0.00374999999999992,0.0,0.4779070082776791,0.41354999999999986,3.3137254901960786,2.784313725490196,0.5294117647058827,1.2396694214876034
60,12.0,47.0,,3.0,68,16,Hughes,0.0,29.0,8480800,2.0,76,1.11764,D,4.0,29.0,20242025,0.0,0.0,0.08333,L,192.0,Quinn Hughes,VAN,1543.75,0.23529411764705882,0.8823529411764706,1.1176470588235294,2.823529411764706,0.4264705882352941,0.23529411764705882,0.8823529411764706,1.1176470588235294,2.823529411764706,1.5,0.4264705882352941,0.3815789473684211,0.058823529411764705,0.0,0.0,0.08333,0.0,0.0,0.2945034608512957,0.05400514069873004,1.4328794526188922e-11,0.0,0.0,1.0,25.729166666666668,1.406599582884821,NJD,True,3.02,2.62,1.0066666666666666,4.732236681608702,14.38881075710771,5.755524302843084,40.97202689276927,7600,D/UTIL,41697092,11.99,1.893264573303646,2.398810757107709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,22.0,58.0,0.45614,3.0,77,28,Eichel,0.0,8.0,8478403,32.0,94,1.22077,C,5.0,34.0,20242025,1.0,2.0,0.12017,R,233.0,Jack Eichel,VGK,1232.0129,0.36363636363636365,0.8571428571428571,1.2207792207792207,3.0259740259740258,0.44155844155844154,0.36363636363636365,0.8571428571428571,1.2207792207792207,3.0259740259740258,0.5,0.44155844155844154,0.3617021276595745,0.06493506493506493,0.012987012987012988,0.025974025974025976,0.12017,0.0,0.0,0.3231480651476522,0.07743924249374677,2.0377483477747075e-07,1.0,0.0,0.0,20.533548333333332,1.4396062659974946,TOR,False,3.32,3.32,1.1066666666666667,5.318579606608073,14.19280372180967,5.677121488723868,40.482009304524176,9500,C/UTIL,41696534,16.51,1.49397933913786,-2.317196278190332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,29,0,Gibson,,,8476434,,1,,G,,,20242025,,,,L,,John Gibson,ANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,False,,2.795918367346939,,,13.896871800303657,4.169061540091097,37.793743600607314,7300,G,41697419,12.69,1.9036810685347476,1.2068718003036576,28.0,72.0,2.76541,11.0,2.0,4.0,0.91245,740.0,811.0,0.0,,93729.0,11.0,26.428571428571427,2.5714285714285716,28.964285714285715,26.428571428571427,2.5714285714285716,28.964285714285715,0.39285714285714285,0.007449999999999957,0.0,0.4822947054835098,0.23458999999999985,3.3,3.52,-0.2200000000000002,1.072992700729927
0,,,,,50,0,Hill,,,8478499,,0,,G,,,20242025,,,,L,,Adin Hill,VGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,False,,3.32,,,13.449881602421344,4.034964480726403,36.899763204842685,7800,G,41697406,5.49,1.7243437951822236,7.959881602421344,50.0,121.0,2.4692,13.0,5.0,4.0,0.90641,1172.0,1293.0,4.0,,176413.0,32.0,23.44,2.42,25.86,23.44,2.42,25.86,0.64,0.0014100000000000223,0.0,0.4699935644808246,0.5308000000000002,3.3469387755102042,3.0816326530612246,0.26530612244897966,0.9036144578313253
0,,,,,36,0,Soderblom,,,8482821,,0,,G,,,20242025,,,,L,,Arvid Soderblom,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBL,True,,3.5416666666666665,,,12.82295955095746,3.846887865287238,35.64591910191492,7000,G,41697427,6.69,1.8318513644224943,6.13295955095746,33.0,111.0,3.17672,18.0,7.0,0.0,0.89788,976.0,1087.0,0.0,,125790.0,10.0,29.575757575757574,3.3636363636363638,32.93939393939394,29.575757575757574,3.3636363636363638,32.93939393939394,0.30303030303030304,-0.007120000000000015,1.0,0.49468281314914414,-0.17672,2.78,3.14,-0.3600000000000003,0.8470588235294118
75,20.0,67.0,0.29411,7.0,81,27,Marner,3.0,14.0,8478483,18.0,102,1.25925,R,6.0,33.0,20242025,1.0,2.0,0.15606,R,173.0,Mitch Marner,TOR,1278.9259,0.3333333333333333,0.9259259259259259,1.2592592592592593,2.1358024691358026,0.4074074074074074,0.3333333333333333,0.9259259259259259,1.2592592592592593,2.1358024691358026,0.5,0.4074074074074074,0.3235294117647059,0.07407407407407407,0.012345679012345678,0.024691358024691357,0.15606,0.0,0.0,0.17948421880743462,0.08706577244027125,4.1399375473943306e-08,0.0,1.0,0.0,21.315431666666665,1.4956016970592845,VGK,True,3.0816326530612246,3.3469387755102042,1.0272108843537415,5.549202015073504,12.613286994638893,5.045314797855557,36.53321748659723,6200,C/UTIL,41696556,10.52,2.034401128167563,2.093286994638893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,26.0,61.0,0.36842,6.0,82,35,Robertson,1.0,18.0,8480027,10.0,80,0.9756,L,9.0,19.0,20242025,0.0,0.0,0.16587,L,211.0,Jason Robertson,DAL,1067.6097,0.4268292682926829,0.5487804878048781,0.975609756097561,2.573170731707317,0.23170731707317074,0.4268292682926829,0.5487804878048781,0.975609756097561,2.573170731707317,0.5,0.23170731707317074,0.2375,0.10975609756097561,0.0,0.0,0.16587,0.0,0.0,0.25561644816473456,0.028539819299205696,2.731343303937426e-06,0.0,1.0,0.0,17.793495,1.3085346225371326,STL,True,3.42,2.42,1.14,4.311064007606437,12.376427227759866,4.950570891103947,35.94106806939966,8500,W/UTIL,41696718,15.49,1.456050262089396,-3.1135727722401345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.0,18.0,0.52873,2.0,20,9,Seguin,0.0,4.0,8475794,15.0,21,1.05,C,3.0,3.0,20242025,0.0,0.0,0.19565,R,46.0,Tyler Seguin,DAL,968.95,0.45,0.6,1.05,2.3,0.15,0.45,0.6,1.05,2.3,0.5,0.15,0.14285714285714285,0.15,0.0,0.0,0.19565,0.0,0.0,0.20908745616589872,0.04081075047577856,5.893428978842337e-06,1.0,0.0,0.0,16.149166666666666,1.1322174397997558,STL,True,3.42,2.42,1.14,3.196748559609594,12.314491883686747,4.9257967534747,35.78622970921687,3900,C/UTIL,41696592,6.18,3.1575620214581406,6.1344918836867475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,19.0,43.0,0.51155,4.0,82,33,Johnston,1.0,14.0,8482740,2.0,71,0.86585,C,11.0,25.0,20242025,3.0,3.0,0.16336,R,202.0,Wyatt Johnston,DAL,1135.5487,0.4024390243902439,0.4634146341463415,0.8658536585365854,2.4634146341463414,0.3048780487804878,0.4024390243902439,0.4634146341463415,0.8658536585365854,2.4634146341463414,0.5,0.3048780487804878,0.352112676056338,0.13414634146341464,0.036585365853658534,0.036585365853658534,0.16336,0.0,0.0,0.2373982738807273,0.01491822783759155,1.1047293383815508e-06,1.0,0.0,0.0,18.925811666666668,1.326887911535106,STL,True,3.42,2.42,1.14,3.826069306750713,11.521281927071378,4.608512770828551,33.80320481767845,6700,W/UTIL,41696742,12.81,1.71959431747334,-1.2887180729286225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22.0,35.0,0.1875,7.0,82,35,Dorofeyev,0.0,30.0,8481604,2.0,52,0.63414,R,13.0,17.0,20242025,0.0,0.0,0.13779,L,254.0,Pavel Dorofeyev,VGK,991.5975,0.4268292682926829,0.2073170731707317,0.6341463414634146,3.097560975609756,0.2073170731707317,0.4268292682926829,0.2073170731707317,0.6341463414634146,3.097560975609756,0.5,0.2073170731707317,0.3269230769230769,0.15853658536585366,0.0,0.0,0.13779,0.0,0.0,0.3326856904005252,0.0017571424798595021,2.731343303937426e-06,0.0,1.0,0.0,16.526625,1.1595940810955065,TOR,False,3.32,3.32,1.1066666666666667,2.802191604944184,11.292141299266,4.5168565197064,33.230353248165,6200,W/UTIL,41696752,10.59,1.8213131127848385,0.7021412992659997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,18.0,38.0,0.55949,3.0,73,32,Hertl,0.0,20.0,8476881,-3.0,61,0.83561,C,14.0,23.0,20242025,0.0,0.0,0.18079,L,177.0,Tomas Hertl,VGK,1027.0,0.4383561643835616,0.3972602739726027,0.8356164383561644,2.4246575342465753,0.3150684931506849,0.4383561643835616,0.3972602739726027,0.8356164383561644,2.4246575342465753,0.5,0.3150684931506849,0.3770491803278688,0.1917808219178082,0.0,0.0,0.18079,0.0,0.0,0.230805858717933,0.012089214686356035,4.0452273848136735e-06,1.0,0.0,0.0,17.116666666666667,1.2000488267447744,TOR,False,3.32,3.32,1.1066666666666667,3.5965475436363614,11.052060623178383,4.420824249271353,32.63015155794596,6000,C/UTIL,41696560,11.31,1.8420101038630639,-0.2579393768216178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,22.0,55.0,0.5238,6.0,82,30,Duchene,1.0,12.0,8475168,13.0,82,1.0,C,8.0,27.0,20242025,0.0,0.0,0.19736,L,152.0,Matt Duchene,DAL,1028.5731,0.36585365853658536,0.6341463414634146,1.0,1.853658536585366,0.32926829268292684,0.36585365853658536,0.6341463414634146,1.0,1.853658536585366,0.5,0.32926829268292684,0.32926829268292684,0.0975609756097561,0.0,0.0,0.19736,0.0,0.0,0.12745129196669783,0.032295464698450516,2.2661796142085853e-07,1.0,0.0,0.0,17.142885,1.2018869930635205,STL,True,3.42,2.42,1.14,4.418840607796598,10.768508329504286,4.307403331801715,31.921270823760715,3300,C/UTIL,41696614,5.61,3.2631843422740263,5.1585083295042855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,20.0,45.0,0.53882,7.0,76,28,Hintz,0.0,30.0,8478449,18.0,67,0.88157,C,7.0,20.0,20242025,1.0,2.0,0.175,L,160.0,Roope Hintz,DAL,1013.4736,0.3684210526315789,0.5131578947368421,0.881578947368421,2.1052631578947367,0.2631578947368421,0.3684210526315789,0.5131578947368421,0.881578947368421,2.1052631578947367,0.5,0.2631578947368421,0.29850746268656714,0.09210526315789473,0.013157894736842105,0.02631578947368421,0.175,0.0,0.0,0.17388593293154467,0.01654358956167707,2.558763071451736e-07,1.0,0.0,0.0,16.891226666666668,1.1842432372120768,STL,True,3.42,2.42,1.14,3.829407411371011,10.70494787621089,4.281979150484356,31.762369690527223,5400,C/UTIL,41696566,9.69,1.9823977548538683,1.0149478762108899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14.0,41.0,0.33333,4.0,66,19,Stone,0.0,14.0,8475913,22.0,67,1.01515,R,5.0,25.0,20242025,0.0,1.0,0.14503,R,131.0,Mark Stone,VGK,1155.2575,0.2878787878787879,0.7272727272727273,1.0151515151515151,1.9848484848484849,0.3787878787878788,0.2878787878787879,0.7272727272727273,1.0151515151515151,1.9848484848484849,0.5,0.3787878787878788,0.373134328358209,0.07575757575757576,0.0,0.015151515151515152,0.14503,0.0,0.0,0.15166152163744484,0.03476096890910196,2.0208717805074968e-09,0.0,1.0,0.0,19.254291666666667,1.3509813801882238,TOR,False,3.32,3.32,1.1066666666666667,4.268400083321132,10.617379393709133,4.246951757483653,31.54344848427283,7500,W/UTIL,41696726,15.1,1.4156505858278843,-4.482620606290867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,15.0,35.0,,3.0,78,16,Harley,2.0,16.0,8481581,32.0,50,0.64102,D,1.0,15.0,20242025,0.0,0.0,0.09356,L,171.0,Thomas Harley,DAL,1402.9358,0.20512820512820512,0.4358974358974359,0.6410256410256411,2.1923076923076925,0.19230769230769232,0.20512820512820512,0.4358974358974359,0.6410256410256411,2.1923076923076925,1.5,0.19230769230769232,0.3,0.01282051282051282,0.0,0.0,0.09356,0.0,0.0,0.18977666656348677,0.0019152309418740798,2.6657387105891176e-13,0.0,0.0,1.0,23.382263333333334,1.2782956509112116,STL,True,3.42,2.42,1.14,2.800928110555783,10.608543712316314,4.243417484926526,31.521359280790783,5000,D/UTIL,41697118,9.47,2.121708742463263,1.138543712316313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5.0,38.0,,2.0,67,7,Theodore,0.0,26.0,8477447,18.0,57,0.85074,D,2.0,19.0,20242025,0.0,0.0,0.05468,L,128.0,Shea Theodore,VGK,1319.5223,0.1044776119402985,0.746268656716418,0.8507462686567164,1.9104477611940298,0.2835820895522388,0.1044776119402985,0.746268656716418,0.8507462686567164,1.9104477611940298,1.5,0.2835820895522388,0.3333333333333333,0.029850746268656716,0.0,0.0,0.05468,0.0,0.0,0.1379035651693398,0.013456610411954657,2.649458488058233e-26,0.0,0.0,1.0,21.992038333333333,1.2022928043965795,TOR,False,3.32,3.32,1.1066666666666667,3.589730435746837,10.504581636067307,4.201832654426923,31.261454090168268,5300,D/UTIL,41697114,10.35,1.9819965351070392,0.15458163606730757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,12.0,38.0,0.38262,5.0,82,23,Bedard,1.0,70.0,8484144,-36.0,67,0.81707,C,11.0,29.0,20242025,0.0,0.0,0.11794,R,195.0,Connor Bedard,CHI,1217.1341,0.2804878048780488,0.5365853658536586,0.8170731707317073,2.3780487804878048,0.35365853658536583,0.2804878048780488,0.5365853658536586,0.8170731707317073,2.3780487804878048,0.5,0.35365853658536583,0.43283582089552236,0.13414634146341464,0.0,0.0,0.11794,0.0,0.0,0.2227741239964351,0.01054198951962366,1.1275024510286835e-09,1.0,0.0,0.0,20.285568333333334,1.4222203979513701,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,3.610516106370391,10.089124640227663,4.035649856091065,30.22281160056916,8000,C/UTIL,41696542,15.86,1.2611405800284579,-5.770875359772337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,17.0,37.0,0.48,4.0,62,22,Marchment,0.0,53.0,8478975,15.0,47,0.75806,L,5.0,10.0,20242025,0.0,0.0,0.16417,L,134.0,Mason Marchment,DAL,920.387,0.3548387096774194,0.4032258064516129,0.7580645161290323,2.161290322580645,0.16129032258064516,0.3548387096774194,0.4032258064516129,0.7580645161290323,2.161290322580645,0.5,0.16129032258064516,0.2127659574468085,0.08064516129032258,0.0,0.0,0.16417,0.0,0.0,0.18413838047360528,0.006511455155004854,1.3194123236511614e-07,0.0,1.0,0.0,15.339783333333333,1.1280885286384001,STL,True,3.42,2.42,1.14,3.1407634216193876,10.045686712841047,4.018274685136419,30.114216782102616,4400,W/UTIL,41696794,6.71,2.283110616554783,3.3356867128410466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,26.0,48.0,0.44571,3.0,80,31,Donato,0.0,41.0,8477987,-15.0,62,0.775,C,5.0,14.0,20242025,0.0,0.0,0.17032,L,182.0,Ryan Donato,CHI,978.55,0.3875,0.3875,0.775,2.275,0.175,0.3875,0.3875,0.775,2.275,0.5,0.175,0.22580645161290322,0.0625,0.0,0.0,0.17032,0.0,0.0,0.20464542769464528,0.0075349084228755045,5.998336302723935e-07,1.0,0.0,0.0,16.309166666666666,1.1434350335064254,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,3.4056980948711404,10.035561508518606,4.014224603407443,30.088903771296515,3100,W/UTIL,41696850,5.57,3.2372779059737438,4.465561508518606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,2.0,,0.0,9,0,Rinzel,0.0,0.0,8483506,1.0,5,0.55555,D,0.0,3.0,20242025,0.0,0.0,0.0,R,22.0,Sam Rinzel,CHI,1401.6666,0.0,0.5555555555555556,0.5555555555555556,2.4444444444444446,0.3333333333333333,0.0,0.5555555555555556,0.5555555555555556,2.4444444444444446,1.5,0.3333333333333333,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.23418154589631976,0.000563939208692237,7.095474162284704e-23,0.0,0.0,1.0,23.36111,1.2771392096541443,TBL,True,2.5208333333333335,3.5416666666666665,0.8402777777777778,1.2792139405522478,9.5063086282668,3.80252345130672,28.765771570667,2500,D/UTIL,41697234,5.31,3.80252345130672,4.1963086282668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5.0,18.0,,0.0,50,5,Heiskanen,0.0,10.0,8480036,7.0,25,0.5,D,0.0,7.0,20242025,0.0,0.0,0.04629,L,108.0,Miro Heiskanen,DAL,1509.62,0.1,0.4,0.5,2.16,0.14,0.1,0.4,0.5,2.16,1.5,0.14,0.28,0.0,0.0,0.0,0.04629,0.0,0.0,0.18390319795423882,0.00020342697805520653,1.7242592032261513e-27,0.0,0.0,1.0,25.16033333333333,1.3755017731592443,STL,True,3.42,2.42,1.14,1.9659128163621629,9.416852764010965,3.7667411056043862,28.542131910027415,6300,D/UTIL,41697102,11.24,1.4947385339699946,-1.823147235989035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8.0,29.0,,2.0,80,10,Hanifin,0.0,14.0,8478396,8.0,39,0.4875,D,2.0,10.0,20242025,0.0,0.0,0.06896,L,145.0,Noah Hanifin,VGK,1293.15,0.125,0.3625,0.4875,1.8125,0.125,0.125,0.3625,0.4875,1.8125,1.5,0.125,0.2564102564102564,0.025,0.0,0.0,0.06896,0.0,0.0,0.11992891944184167,0.00015661889989513288,5.940967779046551e-22,0.0,0.0,1.0,21.552500000000002,1.178263482174903,TOR,False,3.32,3.32,1.1066666666666667,2.142293962902814,8.487670720865612,3.395068288346245,26.21917680216403,4500,D/UTIL,41697128,9.19,1.8861490490812471,-0.7023292791343874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8.0,22.0,,1.0,81,11,Andersson,0.0,60.0,8478397,-38.0,31,0.38271,D,3.0,9.0,20242025,0.0,0.0,0.06748,R,163.0,Rasmus Andersson,CGY,1439.1111,0.13580246913580246,0.24691358024691357,0.38271604938271603,2.0123456790123457,0.1111111111111111,0.13580246913580246,0.24691358024691357,0.38271604938271603,2.0123456790123457,1.5,0.1111111111111111,0.2903225806451613,0.037037037037037035,0.0,0.0,0.06748,0.0,0.0,0.1567491682648887,8.93248984291546e-06,3.433293627514826e-20,0.0,0.0,1.0,23.985185,1.3112570513262614,WSH,True,2.980392156862745,3.176470588235294,0.9934640522875817,1.6865221810517512,8.434957662155362,3.373983064862145,26.087394155388406,2500,D/UTIL,41697278,11.35,3.373983064862145,-2.9150423378446373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
